OrderID,OrderDate,Model,Storage,Color,Region,City,Channel,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,COGS,Profit
IP10453,13-11-2024,iPhone 14 Pro,256GB,Black,North,Chandigarh,Store,133700,1,0.2,133700,106960,96900,10060
IP10454,11-10-2023,iPhone 15,1TB,Silver,East,Kolkata,Online,80600,1,0.1,80600,72540,60700,11840
IP10455,23-07-2023,iPhone 13,512GB,Black,South,Bengaluru,Store,67100,1,0.15,67100,57035,54100,2935
IP10456,03-04-2025,iPhone 15 Pro,128GB,Blue,East,Bhubaneswar,Online,137600,1,0,137600,137600,107800,29800
IP10457,08-09-2023,iPhone 14,128GB,Red,North,Chandigarh,Online,71700,1,0.1,71700,64530,60800,3730
IP10458,25-05-2024,iPhone 15 Pro Max,256GB,Black,North,Lucknow,Online,146900,1,0,146900,146900,103700,43200
IP10459,29-04-2023,iPhone 14,1TB,Blue,West,Mumbai,Store,73400,1,0.05,73400,69730,61700,8030
IP10460,16-04-2025,iPhone 15 Pro Max,512GB,Silver,North,Delhi,Store,143100,1,0.15,143100,121635,101100,20535
IP10461,04-05-2024,iPhone 14 Pro,128GB,Blue,North,Chandigarh,Store,119900,1,0.2,119900,95920,101300,-5380
IP10462,21-03-2025,iPhone 14 Pro,128GB,Red,South,Chennai,Online,110400,1,0.1,110400,99360,87900,11460
IP10463,04-07-2023,iPhone 13,128GB,White,North,Delhi,Online,68700,2,0.05,137400,130530,106800,23730
IP10464,27-06-2023,iPhone 13,1TB,Blue,East,Kolkata,Online,65100,1,0,65100,65100,46900,18200
IP10465,19-01-2024,iPhone 15 Pro,1TB,White,West,Mumbai,Store,124000,2,0.1,248000,223200,199800,23400
IP10466,15-01-2025,iPhone 14 Pro,128GB,Gold,West,Mumbai,Online,128300,2,0.05,256600,243770,217000,26770
IP10467,09-05-2023,iPhone 14,128GB,Red,North,Chandigarh,Store,81000,1,0.1,81000,72900,62100,10800
IP10468,31-05-2024,iPhone 14 Pro,128GB,Gold,East,Kolkata,Store,134100,1,0.05,134100,127395,107800,19595
IP10469,07-11-2023,iPhone 14 Pro,512GB,Silver,South,Chennai,Store,134500,1,0.2,134500,107600,107900,-300
IP10470,24-04-2023,iPhone 15,256GB,Silver,South,Bengaluru,Online,83700,1,0.15,83700,71145,69500,1645
IP10471,13-01-2025,iPhone 13,256GB,Gold,West,Ahmedabad,Online,71500,1,0.1,71500,64350,60000,4350
IP10472,24-03-2025,iPhone 13,1TB,Silver,West,Mumbai,Online,73800,1,0.2,73800,59040,54000,5040
IP10473,15-10-2024,iPhone 14,1TB,Red,North,Delhi,Store,75900,1,0,75900,75900,59700,16200
IP10474,08-08-2023,iPhone 13,256GB,Gold,East,Bhubaneswar,Store,62400,2,0.15,124800,106080,88200,17880
IP10475,07-08-2024,iPhone 15 Pro Max,128GB,Gold,North,Lucknow,Online,166000,1,0.15,166000,141100,137900,3200
IP10476,07-08-2024,iPhone 13,128GB,Red,South,Bengaluru,Store,61400,1,0.1,61400,55260,49800,5460
IP10477,20-11-2023,iPhone 14 Pro,1TB,Silver,West,Pune,Store,126300,1,0.1,126300,113670,94600,19070
IP10478,05-09-2024,iPhone 14,128GB,White,South,Hyderabad,Online,76600,1,0.05,76600,72770,62400,10370
IP10479,06-10-2023,iPhone 13,256GB,Red,East,Patna,Store,66500,1,0,66500,66500,50300,16200
IP10480,01-04-2025,iPhone 15 Pro,512GB,White,East,Patna,Store,139500,1,0.1,139500,125550,104400,21150
IP10481,17-03-2023,iPhone 13,128GB,White,West,Ahmedabad,Online,69100,1,0.05,69100,65645,55600,10045
IP10482,07-04-2025,iPhone 14 Pro,256GB,Black,South,Chennai,Store,123700,1,0.2,123700,98960,91000,7960
IP10483,11-05-2024,iPhone 13,512GB,Blue,South,Bengaluru,Store,66700,1,0.15,66700,56695,47400,9295
IP10484,16-05-2025,iPhone 15 Pro,256GB,Black,East,Kolkata,Online,125100,1,0,125100,125100,99200,25900
IP10485,15-02-2025,iPhone 13,128GB,White,South,Bengaluru,Store,65700,1,0.1,65700,59130,55400,3730
IP10486,25-03-2024,iPhone 15 Pro Max,128GB,Gold,West,Mumbai,Online,154400,1,0,154400,154400,126900,27500
IP10487,26-10-2024,iPhone 14,1TB,White,North,Chandigarh,Online,75700,1,0,75700,75700,59000,16700
IP10488,27-10-2023,iPhone 15,128GB,White,East,Bhubaneswar,Store,87200,1,0.15,87200,74120,71000,3120
IP10489,22-11-2023,iPhone 13,1TB,Silver,East,Kolkata,Store,71200,2,0.05,142400,135280,120000,15280
IP10490,21-01-2023,iPhone 14,512GB,Blue,East,Kolkata,Online,72900,1,0.2,72900,58320,60800,-2480
IP10491,27-04-2023,iPhone 15 Pro,256GB,Silver,West,Pune,Store,146900,1,0.2,146900,117520,117300,220
IP10492,20-02-2023,iPhone 15,128GB,Black,West,Pune,Online,80900,1,0.15,80900,68765,62400,6365
IP10493,25-02-2025,iPhone 14,256GB,Silver,North,Chandigarh,Store,71500,1,0.15,71500,60775,56700,4075
IP10494,08-01-2024,iPhone 15 Pro,1TB,Blue,West,Pune,Store,128500,1,0.05,128500,122075,107900,14175
IP10495,05-06-2023,iPhone 13,512GB,Gold,South,Bengaluru,Store,68100,2,0,136200,136200,97200,39000
IP10496,31-10-2024,iPhone 15,512GB,Gold,South,Bengaluru,Online,90700,1,0.05,90700,86165,76800,9365
IP10497,31-03-2023,iPhone 15 Pro Max,256GB,Blue,North,Delhi,Store,143700,1,0.1,143700,129330,103200,26130
IP10498,18-04-2023,iPhone 14,256GB,White,West,Ahmedabad,Store,72700,1,0.2,72700,58160,52900,5260
IP10499,08-11-2023,iPhone 13,512GB,Gold,South,Hyderabad,Online,71900,1,0.15,71900,61115,53100,8015
IP10500,05-02-2023,iPhone 15 Pro,512GB,White,East,Kolkata,Online,132700,1,0,132700,132700,108900,23800
IP10501,20-01-2024,iPhone 14,256GB,Black,East,Kolkata,Store,75600,1,0.2,75600,60480,60100,380
IP10502,09-06-2025,iPhone 14,256GB,Blue,South,Chennai,Online,70000,1,0,70000,70000,57600,12400
IP10503,26-12-2024,iPhone 14,256GB,Black,West,Mumbai,Store,78900,1,0.15,78900,67065,57700,9365
IP10504,10-01-2023,iPhone 15 Pro,128GB,Blue,West,Pune,Online,125200,1,0.05,125200,118940,103400,15540
IP10505,06-08-2024,iPhone 15 Pro Max,1TB,Silver,East,Bhubaneswar,Store,163100,1,0.05,163100,154945,120000,34945
IP10506,20-10-2023,iPhone 15 Pro Max,512GB,White,South,Chennai,Store,149100,2,0.1,298200,268380,245600,22780
IP10507,01-03-2023,iPhone 14,256GB,Silver,North,Lucknow,Store,80100,1,0.2,80100,64080,57200,6880
IP10508,06-11-2024,iPhone 13,256GB,Gold,West,Ahmedabad,Online,62200,1,0.2,62200,49760,49000,760
IP10509,17-11-2024,iPhone 13,1TB,White,West,Ahmedabad,Online,63500,2,0.05,127000,120650,105400,15250
IP10510,22-09-2024,iPhone 14 Pro,512GB,White,North,Lucknow,Store,123400,1,0.15,123400,104890,86800,18090
IP10511,16-10-2024,iPhone 13,512GB,White,South,Hyderabad,Online,63500,1,0.1,63500,57150,49700,7450
IP10512,11-10-2024,iPhone 14 Pro,128GB,Silver,North,Delhi,Store,116400,1,0.15,116400,98940,91900,7040
IP10513,11-09-2023,iPhone 15 Pro Max,1TB,White,East,Patna,Store,144300,2,0.1,288600,259740,208000,51740
IP10514,19-08-2024,iPhone 15 Pro,1TB,Black,East,Bhubaneswar,Online,140300,1,0.05,140300,133285,107200,26085
IP10515,16-06-2023,iPhone 15,128GB,Black,West,Mumbai,Store,90900,1,0.1,90900,81810,77100,4710
IP10516,30-11-2024,iPhone 13,128GB,Blue,South,Chennai,Online,72300,2,0,144600,144600,117000,27600
IP10517,07-07-2024,iPhone 15 Pro,128GB,Blue,East,Bhubaneswar,Online,147200,1,0.15,147200,125120,104800,20320
IP10518,13-01-2025,iPhone 15 Pro Max,256GB,Gold,East,Kolkata,Online,159400,2,0,318800,318800,232400,86400
IP10519,09-10-2024,iPhone 14 Pro,256GB,White,East,Bhubaneswar,Store,119200,1,0.1,119200,107280,89800,17480
IP10520,08-12-2024,iPhone 14 Pro,256GB,Black,North,Chandigarh,Store,121100,2,0.05,242200,230090,172000,58090
IP10521,31-05-2024,iPhone 13,512GB,Black,East,Kolkata,Store,61000,2,0.2,122000,97600,95200,2400
IP10522,18-08-2023,iPhone 15,256GB,Black,North,Delhi,Online,88900,1,0.1,88900,80010,69300,10710
IP10523,16-01-2024,iPhone 13,1TB,Black,West,Pune,Store,66900,1,0.15,66900,56865,53500,3365
IP10524,27-12-2024,iPhone 15 Pro Max,512GB,Black,East,Kolkata,Store,151400,1,0.15,151400,128690,118600,10090
IP10525,20-12-2023,iPhone 14 Pro,256GB,Red,North,Chandigarh,Store,121200,2,0.15,242400,206040,171800,34240
IP10526,22-03-2025,iPhone 14 Pro,256GB,Blue,North,Delhi,Online,112200,1,0,112200,112200,81500,30700
IP10527,14-10-2023,iPhone 15 Pro Max,512GB,Gold,East,Bhubaneswar,Online,162600,1,0.2,162600,130080,126900,3180
IP10528,21-03-2024,iPhone 13,1TB,Gold,East,Bhubaneswar,Store,66300,1,0.2,66300,53040,53900,-860
IP10529,18-10-2024,iPhone 14,1TB,Blue,North,Chandigarh,Online,74500,2,0.2,149000,119200,122000,-2800
IP10530,17-10-2024,iPhone 15 Pro,256GB,Black,East,Kolkata,Online,131500,1,0.05,131500,124925,99900,25025
IP10531,14-04-2023,iPhone 14,256GB,Black,East,Kolkata,Store,70300,2,0.05,140600,133570,118000,15570
IP10532,30-12-2023,iPhone 15 Pro Max,256GB,Gold,West,Pune,Online,147300,1,0,147300,147300,114600,32700
IP10533,10-02-2024,iPhone 15,1TB,Gold,West,Pune,Store,81300,1,0,81300,81300,67500,13800
IP10534,22-02-2025,iPhone 15 Pro Max,1TB,Black,East,Kolkata,Online,155200,2,0.2,310400,248320,250200,-1880
IP10535,15-10-2024,iPhone 15 Pro,128GB,Black,North,Chandigarh,Store,123500,1,0.15,123500,104975,91300,13675
IP10536,31-07-2024,iPhone 14 Pro,1TB,Silver,East,Bhubaneswar,Store,119500,1,0,119500,119500,100400,19100
IP10537,24-03-2024,iPhone 14,512GB,Red,South,Hyderabad,Store,74600,2,0,149200,149200,110600,38600
IP10538,27-10-2024,iPhone 15,512GB,Silver,South,Bengaluru,Store,89000,1,0.1,89000,80100,64500,15600
IP10539,10-02-2024,iPhone 14 Pro,128GB,Blue,West,Pune,Store,122400,1,0.15,122400,104040,96100,7940
IP10540,01-09-2023,iPhone 15 Pro Max,128GB,White,South,Chennai,Store,146300,1,0.1,146300,131670,111100,20570
IP10541,08-11-2024,iPhone 14 Pro,1TB,Gold,North,Delhi,Store,130400,1,0.05,130400,123880,104500,19380
IP10542,31-10-2024,iPhone 15,1TB,Gold,West,Mumbai,Online,90800,1,0,90800,90800,74300,16500
IP10543,09-06-2024,iPhone 14 Pro,1TB,White,North,Delhi,Online,112000,1,0.05,112000,106400,78800,27600
IP10544,08-05-2025,iPhone 13,256GB,Black,East,Kolkata,Store,70400,1,0.05,70400,66880,59400,7480
IP10545,06-02-2025,iPhone 14 Pro,512GB,Red,East,Bhubaneswar,Online,133300,1,0,133300,133300,96000,37300
IP10546,01-04-2025,iPhone 14,512GB,Red,East,Kolkata,Store,74700,1,0.2,74700,59760,57700,2060
IP10547,20-04-2023,iPhone 15 Pro,512GB,Blue,South,Chennai,Online,146900,1,0.1,146900,132210,106700,25510
IP10548,17-06-2025,iPhone 13,1TB,Black,South,Hyderabad,Online,74300,1,0.05,74300,70585,53600,16985
IP10549,27-04-2023,iPhone 15 Pro Max,256GB,Silver,South,Chennai,Store,143700,1,0.2,143700,114960,101100,13860
IP10550,20-06-2024,iPhone 13,128GB,Red,South,Hyderabad,Online,63500,1,0.2,63500,50800,49700,1100
IP10551,10-03-2025,iPhone 13,256GB,Blue,West,Ahmedabad,Store,61800,2,0.15,123600,105060,92400,12660
IP10552,25-04-2025,iPhone 15,512GB,Red,West,Mumbai,Store,93100,1,0.1,93100,83790,66600,17190
IP10553,25-01-2024,iPhone 15 Pro Max,1TB,Gold,North,Delhi,Store,140000,1,0.2,140000,112000,111000,1000
IP10554,01-03-2023,iPhone 15 Pro Max,512GB,Blue,North,Chandigarh,Online,150900,1,0.1,150900,135810,107000,28810
IP10555,11-04-2024,iPhone 14 Pro,512GB,Blue,West,Ahmedabad,Store,114800,1,0.05,114800,109060,81400,27660
IP10556,17-02-2025,iPhone 14,256GB,Black,East,Bhubaneswar,Store,81300,1,0.05,81300,77235,65400,11835
IP10557,01-04-2024,iPhone 15 Pro Max,128GB,Silver,East,Patna,Store,152900,1,0.15,152900,129965,110300,19665
IP10558,25-11-2023,iPhone 15,1TB,Silver,North,Lucknow,Online,91700,1,0.1,91700,82530,65600,16930
IP10559,21-03-2023,iPhone 15 Pro Max,256GB,Silver,East,Bhubaneswar,Store,160700,1,0.2,160700,128560,124800,3760
IP10560,06-09-2024,iPhone 14 Pro,256GB,Silver,South,Chennai,Online,115700,1,0.15,115700,98345,91700,6645
IP10561,30-03-2025,iPhone 14,512GB,Silver,South,Hyderabad,Store,72600,2,0,145200,145200,113200,32000
IP10562,19-08-2023,iPhone 14,512GB,White,West,Pune,Store,80900,1,0.1,80900,72810,67400,5410
IP10563,27-07-2024,iPhone 14 Pro,512GB,Red,North,Chandigarh,Online,126400,1,0.2,126400,101120,95500,5620
IP10564,02-04-2023,iPhone 15 Pro,128GB,Red,South,Hyderabad,Online,134400,1,0.15,134400,114240,108900,5340
IP10565,20-08-2024,iPhone 15 Pro,512GB,Red,North,Delhi,Online,148900,1,0.05,148900,141455,113500,27955
IP10566,31-12-2024,iPhone 14 Pro,1TB,Gold,East,Kolkata,Store,120500,1,0.05,120500,114475,89000,25475
IP10567,11-10-2024,iPhone 13,1TB,Blue,South,Chennai,Online,70200,2,0,140400,140400,109600,30800
IP10568,06-03-2023,iPhone 15,512GB,White,South,Hyderabad,Online,84900,1,0.15,84900,72165,62500,9665
IP10569,01-08-2023,iPhone 13,256GB,Gold,East,Bhubaneswar,Store,63000,1,0.15,63000,53550,53200,350
IP10570,13-06-2023,iPhone 15,1TB,Red,North,Delhi,Online,85600,1,0.1,85600,77040,67000,10040
IP10571,03-12-2024,iPhone 13,512GB,Gold,South,Bengaluru,Online,67500,2,0.05,135000,128250,96400,31850
IP10572,04-03-2025,iPhone 14,512GB,Blue,South,Bengaluru,Store,71900,1,0.2,71900,57520,53800,3720
IP10573,02-02-2025,iPhone 15 Pro,512GB,White,North,Delhi,Store,139600,1,0.1,139600,125640,105600,20040
IP10574,11-03-2024,iPhone 15,512GB,Red,South,Chennai,Store,92900,1,0.1,92900,83610,76000,7610
IP10575,01-02-2024,iPhone 14,256GB,Red,North,Delhi,Online,72000,2,0.05,144000,136800,117800,19000
IP10576,28-01-2024,iPhone 14,128GB,Gold,South,Bengaluru,Store,84100,1,0,84100,84100,64400,19700
IP10577,29-01-2023,iPhone 15,512GB,Gold,North,Lucknow,Online,84200,1,0,84200,84200,59400,24800
IP10578,20-08-2023,iPhone 15 Pro Max,128GB,Black,North,Chandigarh,Store,153800,1,0.15,153800,130730,119100,11630
IP10579,14-02-2025,iPhone 13,512GB,Red,South,Bengaluru,Online,73400,2,0.1,146800,132120,107800,24320
IP10580,04-05-2025,iPhone 15,128GB,Silver,West,Ahmedabad,Online,87800,1,0.15,87800,74630,62900,11730
IP10581,24-03-2024,iPhone 13,128GB,Blue,North,Delhi,Store,66600,2,0.05,133200,126540,94000,32540
IP10582,19-05-2024,iPhone 15 Pro,256GB,Blue,South,Chennai,Store,142400,1,0.1,142400,128160,101200,26960
IP10583,12-02-2024,iPhone 14,128GB,Gold,East,Kolkata,Store,71600,1,0.1,71600,64440,60400,4040
IP10584,04-10-2023,iPhone 14,128GB,Black,North,Delhi,Store,75800,1,0.05,75800,72010,56400,15610
IP10585,12-10-2024,iPhone 13,128GB,Silver,North,Chandigarh,Online,74600,1,0.15,74600,63410,59600,3810
IP10586,23-06-2024,iPhone 14 Pro,512GB,Red,North,Delhi,Online,118900,1,0,118900,118900,85000,33900
IP10587,16-12-2023,iPhone 14 Pro,512GB,Silver,West,Pune,Online,130800,2,0,261600,261600,193600,68000
IP10588,03-07-2024,iPhone 13,128GB,White,South,Chennai,Store,61200,2,0.15,122400,104040,103400,640
IP10589,11-08-2023,iPhone 15 Pro,512GB,Silver,North,Chandigarh,Store,143500,2,0.05,287000,272650,227800,44850
IP10590,07-04-2024,iPhone 13,1TB,Red,East,Patna,Store,63100,1,0.15,63100,53635,46600,7035
IP10591,15-04-2025,iPhone 15,256GB,Black,South,Hyderabad,Online,91600,1,0.05,91600,87020,77300,9720
IP10592,29-04-2023,iPhone 13,1TB,Gold,East,Bhubaneswar,Store,60600,1,0.05,60600,57570,45300,12270
IP10593,06-11-2024,iPhone 15 Pro,1TB,Blue,North,Lucknow,Online,128800,2,0.15,257600,218960,184800,34160
IP10594,19-02-2025,iPhone 15,128GB,Red,East,Kolkata,Online,88700,1,0.1,88700,79830,69000,10830
IP10595,15-10-2023,iPhone 15 Pro Max,512GB,Black,South,Hyderabad,Store,159700,1,0.2,159700,127760,112800,14960
IP10596,30-09-2023,iPhone 15 Pro,128GB,Red,South,Chennai,Store,147800,1,0.15,147800,125630,105600,20030
IP10597,02-05-2024,iPhone 14,128GB,Black,South,Hyderabad,Store,76500,2,0.15,153000,130050,116000,14050
IP10598,17-09-2024,iPhone 14,128GB,Red,West,Mumbai,Store,84100,1,0.1,84100,75690,70600,5090
IP10599,21-06-2023,iPhone 13,256GB,Gold,East,Patna,Online,63000,1,0,63000,63000,44200,18800
IP10600,02-05-2023,iPhone 15,1TB,Gold,East,Kolkata,Store,92200,1,0.15,92200,78370,76700,1670
IP10601,18-02-2025,iPhone 14 Pro,128GB,Red,North,Delhi,Store,133000,1,0.15,133000,113050,105800,7250
IP10602,22-10-2024,iPhone 13,128GB,Black,West,Ahmedabad,Online,74700,1,0.15,74700,63495,60500,2995
IP10603,08-10-2024,iPhone 14 Pro,512GB,Black,South,Chennai,Store,114500,2,0.2,229000,183200,166400,16800
IP10604,20-08-2024,iPhone 15 Pro,1TB,Silver,West,Ahmedabad,Store,142600,1,0,142600,142600,119900,22700
IP10605,07-03-2025,iPhone 13,256GB,Black,West,Pune,Store,70900,1,0.2,70900,56720,51000,5720
IP10606,07-04-2024,iPhone 15 Pro,512GB,Silver,North,Delhi,Online,122800,1,0.15,122800,104380,89900,14480
IP10607,11-02-2024,iPhone 14,1TB,Black,West,Ahmedabad,Online,82600,1,0.05,82600,78470,62900,15570
IP10608,25-02-2024,iPhone 13,1TB,White,East,Kolkata,Store,68900,2,0,137800,137800,109200,28600
IP10609,21-09-2024,iPhone 15,128GB,Silver,North,Chandigarh,Store,88500,1,0.2,88500,70800,63200,7600
IP10610,18-04-2023,iPhone 15 Pro,256GB,Red,North,Lucknow,Online,139100,2,0.2,278200,222560,212800,9760
IP10611,16-05-2023,iPhone 15,1TB,Gold,South,Hyderabad,Online,86900,2,0.05,173800,165110,142800,22310
IP10612,25-05-2025,iPhone 13,1TB,Silver,West,Ahmedabad,Store,70900,1,0.15,70900,60265,52600,7665
IP10613,27-04-2024,iPhone 15 Pro,256GB,Blue,East,Patna,Store,132000,1,0.15,132000,112200,105400,6800
IP10614,17-04-2024,iPhone 14,256GB,Red,West,Ahmedabad,Store,78300,2,0.2,156600,125280,128800,-3520
IP10615,31-12-2024,iPhone 15 Pro Max,256GB,White,South,Hyderabad,Store,145600,1,0.1,145600,131040,110100,20940
IP10616,28-01-2024,iPhone 15 Pro Max,256GB,Silver,South,Hyderabad,Store,156600,1,0,156600,156600,129500,27100
IP10617,10-11-2023,iPhone 14 Pro,1TB,Gold,East,Bhubaneswar,Store,110900,1,0.15,110900,94265,77800,16465
IP10618,24-09-2024,iPhone 13,128GB,Black,East,Kolkata,Online,74400,1,0,74400,74400,59700,14700
IP10619,30-06-2025,iPhone 14,512GB,White,West,Ahmedabad,Store,72200,1,0.05,72200,68590,55600,12990
IP10620,30-07-2023,iPhone 13,512GB,White,North,Chandigarh,Store,74900,2,0,149800,149800,113600,36200
IP10621,12-05-2023,iPhone 15 Pro,256GB,Silver,East,Kolkata,Store,141700,2,0,283400,283400,207600,75800
IP10622,03-06-2023,iPhone 15,1TB,Red,West,Ahmedabad,Online,85900,1,0,85900,85900,60200,25700
IP10623,20-05-2025,iPhone 15 Pro Max,512GB,White,East,Kolkata,Store,140100,1,0.2,140100,112080,101600,10480
IP10624,07-07-2023,iPhone 15 Pro,256GB,Silver,South,Chennai,Store,143800,2,0.05,287600,273220,218600,54620
IP10625,05-08-2024,iPhone 15 Pro Max,128GB,White,South,Hyderabad,Online,154400,1,0.15,154400,131240,124800,6440
IP10626,10-01-2025,iPhone 13,1TB,Blue,West,Mumbai,Online,68700,1,0.2,68700,54960,55300,-340
IP10627,06-06-2025,iPhone 14 Pro,128GB,Blue,East,Bhubaneswar,Online,125100,1,0,125100,125100,98800,26300
IP10628,08-06-2023,iPhone 14,512GB,Gold,North,Lucknow,Store,70300,1,0.15,70300,59755,54500,5255
IP10629,27-05-2025,iPhone 15 Pro,512GB,Black,West,Ahmedabad,Online,124500,2,0.05,249000,236550,186800,49750
IP10630,25-06-2024,iPhone 15 Pro,128GB,Gold,South,Chennai,Store,149500,1,0,149500,149500,122300,27200
IP10631,04-12-2024,iPhone 14 Pro,256GB,White,West,Pune,Store,123000,1,0.1,123000,110700,88800,21900
IP10632,02-07-2023,iPhone 14,1TB,Gold,North,Delhi,Store,81000,1,0.15,81000,68850,57800,11050
IP10633,19-09-2024,iPhone 14,256GB,Black,West,Pune,Online,70900,2,0.15,141800,120530,115000,5530
IP10634,04-04-2025,iPhone 14 Pro,512GB,Black,West,Ahmedabad,Store,133300,1,0.15,133300,113305,96800,16505
IP10635,17-07-2023,iPhone 13,512GB,Silver,South,Chennai,Online,69500,2,0,139000,139000,101000,38000
IP10636,03-02-2024,iPhone 14,128GB,Silver,North,Delhi,Online,76100,1,0.15,76100,64685,61800,2885
IP10637,20-05-2025,iPhone 13,256GB,Gold,East,Bhubaneswar,Online,68600,2,0.05,137200,130340,100200,30140
IP10638,14-05-2024,iPhone 13,1TB,Silver,West,Mumbai,Online,65400,1,0,65400,65400,47400,18000
IP10639,10-09-2024,iPhone 13,256GB,Blue,North,Lucknow,Online,60400,1,0.1,60400,54360,47600,6760
IP10640,10-12-2024,iPhone 15,1TB,Red,East,Patna,Store,87800,1,0,87800,87800,71800,16000
IP10641,01-03-2024,iPhone 15,128GB,Gold,North,Lucknow,Online,92800,1,0.2,92800,74240,77100,-2860
IP10642,15-12-2023,iPhone 13,128GB,Blue,North,Chandigarh,Store,66900,2,0.2,133800,107040,109800,-2760
IP10643,15-03-2023,iPhone 13,512GB,Red,East,Patna,Online,74100,2,0.15,148200,125970,106800,19170
IP10644,17-09-2023,iPhone 14,256GB,White,East,Bhubaneswar,Store,70700,1,0.05,70700,67165,54800,12365
IP10645,02-10-2024,iPhone 14 Pro,512GB,Black,South,Bengaluru,Online,129500,2,0,259000,259000,211000,48000
IP10646,01-07-2023,iPhone 15 Pro,1TB,Gold,North,Chandigarh,Online,126800,2,0.1,253600,228240,182600,45640
IP10647,26-06-2024,iPhone 14,1TB,Silver,South,Bengaluru,Online,83800,1,0.05,83800,79610,70700,8910
IP10648,12-02-2024,iPhone 15 Pro,512GB,White,North,Delhi,Online,121700,1,0.2,121700,97360,85900,11460
IP10649,21-06-2025,iPhone 15,128GB,Blue,North,Chandigarh,Online,83700,2,0.05,167400,159030,137000,22030
IP10650,24-06-2025,iPhone 15 Pro Max,1TB,Blue,West,Mumbai,Online,148200,1,0,148200,148200,113300,34900
IP10651,29-12-2024,iPhone 14 Pro,128GB,White,West,Pune,Store,129400,2,0.1,258800,232920,187200,45720
IP10652,16-08-2023,iPhone 15 Pro,512GB,Silver,South,Hyderabad,Store,121000,2,0.1,242000,217800,191800,26000
IP10653,24-05-2025,iPhone 15,256GB,Black,West,Mumbai,Online,82100,2,0.15,164200,139570,122800,16770
IP10654,02-06-2024,iPhone 14 Pro,512GB,White,West,Pune,Store,112200,1,0.15,112200,95370,78900,16470
IP10655,29-01-2025,iPhone 14 Pro,512GB,Red,North,Delhi,Online,123700,2,0.1,247400,222660,194000,28660
IP10656,18-07-2023,iPhone 14,256GB,Blue,North,Lucknow,Online,75900,1,0,75900,75900,57900,18000
IP10657,14-06-2025,iPhone 15 Pro,128GB,Gold,East,Bhubaneswar,Online,138700,1,0,138700,138700,117500,21200
IP10658,23-03-2023,iPhone 15 Pro,512GB,Gold,East,Bhubaneswar,Online,124300,1,0.1,124300,111870,90700,21170
IP10659,01-11-2023,iPhone 15,256GB,Gold,West,Mumbai,Store,87000,1,0.2,87000,69600,73300,-3700
IP10660,26-06-2025,iPhone 15 Pro,128GB,Red,West,Ahmedabad,Online,130500,1,0.05,130500,123975,91800,32175
IP10661,20-09-2024,iPhone 15 Pro,256GB,Gold,South,Chennai,Online,126800,1,0.05,126800,120460,90400,30060
IP10662,20-08-2024,iPhone 15 Pro,256GB,Silver,East,Patna,Online,136800,1,0.05,136800,129960,115900,14060
IP10663,26-07-2024,iPhone 15,256GB,Black,West,Pune,Online,92900,1,0,92900,92900,72600,20300
IP10664,27-02-2024,iPhone 15 Pro Max,256GB,Gold,West,Pune,Store,161200,1,0.15,161200,137020,127700,9320
IP10665,08-05-2024,iPhone 13,128GB,Silver,West,Mumbai,Store,66900,1,0.1,66900,60210,51100,9110
IP10666,31-05-2024,iPhone 15 Pro,256GB,Red,East,Patna,Online,148400,2,0.2,296800,237440,217400,20040
IP10667,21-04-2025,iPhone 14 Pro,1TB,White,East,Patna,Store,121600,2,0.15,243200,206720,187000,19720
IP10668,09-11-2024,iPhone 15,128GB,Gold,South,Chennai,Online,88200,2,0.05,176400,167580,144400,23180
IP10669,21-10-2023,iPhone 13,512GB,White,South,Bengaluru,Online,72100,1,0.1,72100,64890,61000,3890
IP10670,31-08-2023,iPhone 15 Pro,128GB,Silver,South,Chennai,Store,143600,2,0,287200,287200,215600,71600
IP10671,04-10-2023,iPhone 15,1TB,Red,South,Hyderabad,Online,82500,1,0.15,82500,70125,67100,3025
IP10672,02-06-2025,iPhone 13,256GB,Black,South,Hyderabad,Online,67800,2,0.05,135600,128820,97400,31420
IP10673,20-03-2023,iPhone 15 Pro Max,128GB,Gold,South,Bengaluru,Online,166400,2,0.1,332800,299520,245800,53720
IP10674,16-01-2024,iPhone 14,1TB,Gold,North,Lucknow,Store,76800,1,0,76800,76800,62400,14400
IP10675,30-05-2025,iPhone 14,1TB,Gold,East,Patna,Online,70400,1,0.05,70400,66880,50300,16580
IP10676,17-06-2025,iPhone 15,256GB,Gold,South,Hyderabad,Store,93600,1,0.05,93600,88920,71000,17920
IP10677,15-08-2023,iPhone 15 Pro Max,512GB,Red,North,Delhi,Store,143200,2,0.15,286400,243440,219800,23640
IP10678,14-01-2024,iPhone 14,128GB,Black,South,Hyderabad,Store,75700,1,0.05,75700,71915,58000,13915
IP10679,17-02-2025,iPhone 15 Pro,128GB,White,East,Bhubaneswar,Online,126100,1,0.2,126100,100880,90000,10880
IP10680,22-05-2024,iPhone 15 Pro,128GB,Black,East,Bhubaneswar,Online,143800,2,0.2,287600,230080,213200,16880
IP10681,13-03-2023,iPhone 15 Pro,128GB,Silver,East,Bhubaneswar,Store,143900,1,0.1,143900,129510,105000,24510
IP10682,26-08-2023,iPhone 13,1TB,White,East,Patna,Store,68000,1,0.2,68000,54400,52200,2200
IP10683,29-03-2024,iPhone 15 Pro Max,128GB,Red,South,Chennai,Store,163800,1,0.05,163800,155610,129700,25910
